turn,board_state,winner
B,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'BOOOWOBOO', 'BBWOKOWBB', 'BOOWOOOOO', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'BOOOWOBOO', 'BBWOKOWBO', 'BOOWOOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOOOWOO', 'BOOOWOOOO', 'BBWOKOWBO', 'BOOWOOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOOOWOO', 'BOOOWOOOO', 'BBWOKOWBO', 'BOOWBOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOOOWOO', 'BOOOWOOOO', 'BBWOTKWBO', 'BOOWBOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOOOWOO', 'BOOOWOOOO', 'BBWOTKWBO', 'BOOWOBOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOBBOOOO', 'OOOOBOOOO', 'OOOOOOWOO', 'BOOOWOOOO', 'BBWOTKOBO', 'BOOWOBOOO', 'OOOOOOWOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOBBOOOO', 'OOOOOOOOO', 'OOOOBOWOO', 'BOOOOOOOO', 'BBWOTKOBO', 'BOOWOBOOO', 'OOOOOOWOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOBBOOOO', 'OOOOOOOOO', 'OOOOBOWOO', 'BOWOOOOOO', 'BBOOTKOBO', 'BOOWOBOOO', 'OOOOOOWOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOBBOOOO', 'OOOOOOOOO', 'OOOOBOWOO', 'BOWOOOOOO', 'BBOOTKOBO', 'BOOWOBOOO', 'OOOOOOWOO', 'OOOOOOBOO', 'OOOBBOOOO']",BW
B,"['OOOBBOOOO', 'OOOOOOOOO', 'OOOOOOWOO', 'BOOOWOOOO', 'BBOOTKOBO', 'BOOWOBOOO', 'OOOOOOWOO', 'OOOOOOBOO', 'OOOBBOOOO']",BW
W,"['OOOOBOOOO', 'OOOOOOOOO', 'OOOOOOWOO', 'BOOBWOOOO', 'BBOOTKOBO', 'BOOWOBOOO', 'OOOOOOWOO', 'OOOOOOBOO', 'OOOBBOOOO']",BW
B,"['OOOOBOOOO', 'OOOOOOOOO', 'OOOOOOWOO', 'BOOBWOOOO', 'BBOOTKOBO', 'BOOWOOOOO', 'OOOOOWOOO', 'OOOOOOBOO', 'OOOBBOOOO']",BW
W,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOBOWOO', 'BOOBOOOOO', 'BBOOTKOBO', 'BOOWOOOOO', 'OOOOOWOOO', 'OOOOOOBOO', 'OOOBBOOOO']",BW
B,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'BOOBOOOOO', 'BBOOTKOBO', 'BOOWOOWOO', 'OOOOOWOOO', 'OOOOOOBOO', 'OOOBBOOOO']",BW
W,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'BOOBOOOOO', 'BBOOTKOBO', 'BOOWOOWOO', 'OOOBOWOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'BOOBOKOOO', 'BBOOTOOBO', 'BOOWOOWOO', 'OOOBOWOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
W,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOBOOO', 'BOOBOKOOO', 'BBOOTOOBO', 'BOOWOOWOO', 'OOOBOWOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOBOOO', 'BOOBOKOOO', 'BBOOTOWBO', 'BOOWOOOOO', 'OOOBOWOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
W,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOBOOO', 'BOOBOKOOO', 'BOOBTOWBO', 'BOOOOOOOO', 'OOOBOWOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOBOOO', 'BOOBOKOOO', 'BOOBTOWBO', 'BOOOOWOOO', 'OOOBOOOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
W,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOBOOO', 'BOOBOKOOO', 'BOOBTOWBO', 'BOOOOWOOO', 'OOOOOBOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOBOOO', 'BOOBOOKOO', 'BOOBTOWBO', 'BOOOOWOOO', 'OOOOOBOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
W,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOOBOO', 'BOOBOOKOO', 'BOOBTOWBO', 'BOOOOWOOO', 'OOOOOBOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOOBOO', 'BOOBKOOOO', 'BOOBTOWBO', 'BOOOOWOOO', 'OOOOOBOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
W,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOOOOO', 'BOOBKOBOO', 'BOOBTOWBO', 'BOOOOWOOO', 'OOOOOBOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOWOOO', 'BOOBKOBOO', 'BOOBTOWBO', 'BOOOOOOOO', 'OOOOOBOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
W,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOWOOO', 'BOOBKOBOO', 'BOOBTBOBO', 'BOOOOOOOO', 'OOOOOOOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOOOWO', 'BOOBKOBOO', 'BOOBTBOBO', 'BOOOOOOOO', 'OOOOOOOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
W,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOBOWO', 'BOOBKOBOO', 'BOOBTOOBO', 'BOOOOOOOO', 'OOOOOOOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOBOOO', 'BOOBKOBWO', 'BOOBTOOBO', 'BOOOOOOOO', 'OOOOOOOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
W,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOOOOBO', 'BOOBKOBOO', 'BOOBTOOBO', 'BOOOOOOOO', 'OOOOOOOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOOOOOOOO', 'OOOOKOOBO', 'BOOBOOBOO', 'BOOBTOOBO', 'BOOOOOOOO', 'OOOOOOOOO', 'OOOOOOBOO', 'OOOOBOOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOWOOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'BOOWBOOOO', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'BOOWOWOOO', 'BBWWKOWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOOOOOO', 'BOOWBWOOO', 'BBWWKOWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOOWOOO', 'BOOWBOOOO', 'BBWWKOWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOOWOOO', 'OOBOBOOOO', 'BBWWKOWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOWOOOOOO', 'OOOOBOOOO', 'BBWWKOWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
W,"['OOOBBBOOO', 'OOOOOOOOO', 'OOWOOOOOO', 'OOOOBOOOO', 'BBWWKBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOBBBOOO', 'OOOOOOOOO', 'OOOOWOOOO', 'OOOOOOOOO', 'BBWWKBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOOOOOO', 'OOOBWOOOO', 'OOOOOOOOO', 'BBWWKBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOOOOOO', 'OOOBWOOOO', 'OOOOKOOOO', 'BBWWTBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOOOOOO', 'OOOBWOOOO', 'OOOOKBOOO', 'BBWWTOOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOOOOOO', 'OOWOWOOOO', 'OOOOKBOOO', 'BBOWTOOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOOOOOO', 'OOWOWOOOO', 'OOOOKBOOO', 'BOBOTOOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOOOOOO', 'OOWOWOOOO', 'OOKOOBOOO', 'BOBOTOOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOOOOOO', 'OOWBWOOOO', 'OOKOOBOOO', 'BOBOTOOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOOOOOO', 'OOWBWOOOO', 'OOKOOBOOO', 'BOOOTOOBB', 'BOWOOOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOOOOOO', 'OOWBWOOOO', 'OOKOOBOOO', 'OOBOTOOBB', 'BOWOOOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOOOOOO', 'OOWBWOOOO', 'OOKOOBOOO', 'OOBOTOOBB', 'BOOWOOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOOOOOO', 'OOWBWOOOO', 'OOKOOBOOO', 'OOBOTOOBB', 'BOOWBOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOOOOOO', 'OOWBWOOOO', 'OOKOOBOOO', 'OOOWTOOBB', 'BOOOBOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOBBOOO', 'OOOOOOOOO', 'OOWBWOOOO', 'OOKOOBOOO', 'OOOWTOOBB', 'BOBOOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOBBOOO', 'OOOOOOOOO', 'OWOBWOOOO', 'OOKOOBOOO', 'OOOWTOOBB', 'BOBOOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOBOOBOOO', 'OOOOOOOOO', 'OWOBWOOOO', 'OOKOOBOOO', 'OOOWTOOBB', 'BOBOOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOBOOBOOO', 'OOOOOOOOO', 'OWKOWOOOO', 'OOOOOBOOO', 'OOOWTOOBB', 'BOBOOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOOBOOO', 'OOBOOOOOO', 'OWKOWOOOO', 'OOOOOBOOO', 'OOOWTOOBB', 'BOBOOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOOBOOO', 'OOBOOOOOO', 'OWOOWOOOO', 'OOKOOBOOO', 'OOOWTOOBB', 'BOBOOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOOBOOO', 'OOBOOOOOO', 'OWOOWOOOO', 'OOKOOBOOO', 'OOBOTOOBB', 'BOOOOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOOBOOO', 'OOBOOOOOO', 'OWOOWOOOO', 'OOOKOBOOO', 'OOBOTOOBB', 'BOOOOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOOBOOO', 'OOBOOOOOO', 'OWOOWOOOO', 'OOOKOBOOO', 'OOBOTOOBB', 'OOOBOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOOBOOO', 'OOBOOOOOO', 'OWOOOOOOO', 'OOOKWBOOO', 'OOBOTOOBB', 'OOOBOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOOOOOO', 'OOBOOOOOO', 'OWOOOBOOO', 'OOOKWBOOO', 'OOBOTOOBB', 'OOOBOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOBOOOOOO', 'OOOOWBOOO', 'OOOKWBOOO', 'OOBOTOOBB', 'OOOBOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOOOOOO', 'OOBOOOOOO', 'OOOOWBOOO', 'OOBKWBOOO', 'OOOOTOOBB', 'OOOBOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOBOOOOOO', 'OOOKWBOOO', 'OOBOWBOOO', 'OOOOTOOBB', 'OOOBOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOOOOOO', 'OOOOOOOOO', 'OOBKWBOOO', 'OOBOWBOOO', 'OOOOTOOBB', 'OOOBOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOOOOOOOO', 'OOBKWBOOO', 'OOBWOBOOO', 'OOOOTOOBB', 'OOOBOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOOOOOO', 'OOOOOOOOO', 'OOBKOBOOO', 'OOBOBOOOO', 'OOOOTOOBB', 'OOOBOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOOOOOOOO', 'OOBOOBOOO', 'OOBKBOOOO', 'OOOOTOOBB', 'OOOBOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOOOOOOO', 'OOOOOOOOO', 'OOBOOBOOO', 'OOBKBOOOO', 'OOOBTOOBB', 'OOOOOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
B,"['OOOOOOOOO', 'OOOKOOOOO', 'OOBOOBOOO', 'OOBOBOOOO', 'OOOBTOOBB', 'OOOOOOOOO', 'OOOOOOOOO', 'OOOOBOOOO', 'OOOOBOOOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",BW
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWOKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBOBKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWBOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBOBKOWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWOWOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBOBKBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWOWOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOOOWOB', 'BBOBKBOBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOWOWOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOOOWOB', 'BBOBKOOBB', 'BOOOWOOOB', 'OOOOWBOOO', 'OOOWOOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOOOOOB', 'BBOBKOOBB', 'BOOOWOOOB', 'OOOOWOWOO', 'OOOWOOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'OOOOBOOOB', 'BBOBKOOBB', 'BOOOWOOOB', 'OOOOWOWOO', 'OOOWOOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOOOO', 'OOOOBOOOB', 'BBOBTKOBB', 'BOOOWOOOB', 'OOOOWOWOO', 'OOOWOOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOOBO', 'OOOOBOOOB', 'BBOBTKOOB', 'BOOOWOOOB', 'OOOOWOWOO', 'OOOWOOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOKOBO', 'OOOOBOOOB', 'BBOBTOOOB', 'BOOOWOOOB', 'OOOOWOWOO', 'OOOWOOOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOKOBO', 'OOOOBOOOB', 'BBOOTOOOB', 'BOOOWOOOB', 'OOOOWOWOO', 'OOOWOOOOO', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOOOBO', 'OOOOBOOOB', 'BBOOTOOOB', 'BOOOWOOOB', 'OOOOWOWOO', 'OOOWOKOOO', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOOOBO', 'OOOOBOOOB', 'BBOOTOOOB', 'BOOOWOOOO', 'OOOOWOWOO', 'OOOWOKOOB', 'OOOBBBOOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOOOBO', 'OOOOBOOOB', 'BBOOTOOOB', 'BOOOWOOOO', 'OOOOWOWOO', 'OOOWOOKOB', 'OOOBBBOOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOOOBO', 'OOOOBOOOB', 'BBOOTOOOB', 'BOOOWOOOO', 'OOOOWOWOO', 'OOOWOOKOB', 'OOOBBOBOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOOOBO', 'OOOOBOOOB', 'BBOOTOOOB', 'BOOOWOOOO', 'OOOOWOOOW', 'OOOWOOKOB', 'OOOBBOBOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOOOBO', 'OOOOOOBOB', 'BBOOTOOOB', 'BOOOWOOOO', 'OOOOWOOOW', 'OOOWOOKOB', 'OOOBBOBOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOOOBO', 'OOOOOOBOB', 'BBOOTOOOB', 'BOOOWOOOO', 'OOOOWOKOW', 'OOOWOOOOB', 'OOOBBOBOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOOOBO', 'OOOOOOOOB', 'BBOOTOOOB', 'BOOOWOBOO', 'OOOOWOKOW', 'OOOWOOOOB', 'OOOBBOBOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOOOBO', 'OOOOOOOOB', 'BBOOTOOOB', 'BOOOWOBOO', 'OOOOWOOKW', 'OOOWOOOOB', 'OOOBBOBOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOOOBO', 'OOOOOOOOB', 'BBOOTOOOB', 'BOOOWOBOO', 'OOOOWOOKW', 'OOOWOOOBO', 'OOOBBOBOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOOOBO', 'OOOOOOOOB', 'BBOOTOOOB', 'BOOOWOBOO', 'OOOOWKOOW', 'OOOWOOOBO', 'OOOBBOBOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOOOBO', 'OOOOOOOOB', 'BBOOTOOOB', 'BOOOWOBOO', 'OOOBWKOOW', 'OOOOOOOBO', 'OOOBBOBOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOOOKOBO', 'OOOOOOOOB', 'BBOOTOOOB', 'BOOOWOBOO', 'OOOBWOOOW', 'OOOOOOOBO', 'OOOBBOBOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOKOBO', 'OOOOOOOOB', 'BBOOTOOOB', 'BOOOWOBOO', 'OOOOWOOOW', 'OOOOOOOBO', 'OOOBBOBOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOKOBO', 'OOOOOOOOB', 'BBOOTOOOB', 'BOOOWOBOO', 'OOOOOOWOW', 'OOOOOOOBO', 'OOOBBOBOO']",BW
W,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBOKOBO', 'OOOOOBOOO', 'BBOOTOOOB', 'BOOOWOBOO', 'OOOOOOWOW', 'OOOOOOOBO', 'OOOBBOBOO']",BW
B,"['OOOOBOOOO', 'OOOOBOOOO', 'OOOBKOOBO', 'OOOOOBOOO', 'BBOOTOOOB', 'BOOOWOBOO', 'OOOOOOWOW', 'OOOOOOOBO', 'OOOBBOBOO']",BW
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOOWOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOOOBOOOO', 'OOOWOOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOOOOOBOO', 'OOOWOOOOO', 'BOOOWOOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOOOOOBOO', 'OOOWOOOOO', 'BOOOOWOOB', 'BBWWKWWBB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'OOOOOOBBO', 'OOOWOOOOO', 'BOOOOWOOB', 'BBWWKWWOB', 'BOOOWOOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'OOOOOOBBO', 'OOOWOOOOO', 'BOOOOWOOB', 'BBWWKOWOB', 'BOOOWWOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'BOOOOOBBO', 'OOOWOOOOO', 'OOOOOWOOB', 'BBWWKOWOB', 'BOOOWWOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'BOOOOOBBO', 'OOOWKOOOO', 'OOOOOWOOB', 'BBWWTOWOB', 'BOOOWWOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'BOOOOOBBO', 'OOOWKOOOB', 'OOOOOWOOO', 'BBWWTOWOB', 'BOOOWWOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'BOOOOOBBO', 'OOOWOOKOB', 'OOOOOWOOO', 'BBWWTOWOB', 'BOOOWWOOB', 'OOOOWOOOO', 'OOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'BOOOOOBBO', 'OOOWOOKOB', 'OOOOOWOOO', 'BBWWTOWOB', 'OOOOWWOOB', 'OOOOWOOOO', 'BOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'BOOOOOBBO', 'OOOWOWKOB', 'OOOOOOOOO', 'BBWWTOWOB', 'OOOOWWOOB', 'OOOOWOOOO', 'BOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'BOOOOOBBO', 'OOOWOWKOB', 'OOOOOOOOO', 'BOWWTOWOB', 'OOOOWWOOB', 'OBOOWOOOO', 'BOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'BOOOOOBBO', 'OOOOOWKOB', 'OOOWOOOOO', 'BOWWTOWOB', 'OOOOWWOOB', 'OBOOWOOOO', 'BOOOBOOOO', 'OOOBBBOOO']",
W,"['OOOBBBOOO', 'BOOOOOBBO', 'OOOOOWKBO', 'OOOWOOOOO', 'BOWWTOWOB', 'OOOOWWOOB', 'OBOOWOOOO', 'BOOOBOOOO', 'OOOBBBOOO']",
B,"['OOOBBBOOO', 'BOOOOOBBO', 'OOOOOWKBO', 'OOOOOOWOO', 'BOWWTOWOB', 'OOOOWWOOB', 'OBOOWOOOO', 'BOOOBOOOO', 'OOOBBBOOO']",
W,"['BOOOBBOOO', 'BOOOOOBBO', 'OOOOOWKBO', 'OOOOOOWOO', 'BOWWTOWOB', 'OOOOWWOOB', 'OBOOWOOOO', 'BOOOBOOOO', 'OOOBBBOOO']",
